sample	ampliconID	subtype	oncogene	amplicon_length	count	count_mbp	index
CURTIS_H001654_T01_01_WG01	amplicon1	ER+ Low	ZMYM2|FHIT|HLA-A|CDX2|LATS2|PLCG1|RB1|CYSLTR2|FLT3|PTPRT|IRF4|ETV6|TOP1	50924132	13	0.255281719873006	7
CURTIS_H001654_T01_01_WG01	amplicon2	ER+ Low	CCND1|FADD	1544288	2	1.29509521540024	7
CURTIS_H001675_T01_01_WG01	amplicon2	ER+ Low	RARA|DDX5|KAT7|PPM1D|CCR7|BRIP1|CD79B|IKZF3|DNAJB1|PRKAR1A|AXIN2|SPOP|GNA11	23272789	13	0.558592268421288	7
CURTIS_H001742_T01_01_WG01	amplicon2	ER+ Low	EPHA7|LATS1|PRDM1	28734312	3	0.104404796606928	7
CURTIS_H001742_T01_01_WG01	amplicon1	ER+ Low	NKX2-1|FOXA1	11126460	2	0.179751691014033	7
CURTIS_H001744_T01_01_WG01	amplicon1	ER+ Low	MEN1|RARA|FADD|ERBB2|CCND1|CCR7|IKZF3|NUMA1	14792574	8	0.540811896563776	7
CURTIS_H001746_T01_01_WG01	amplicon5	ER+ Low	IKBKB|HOOK3|FGFR1|KAT6A	7000673	4	0.571373637934524	7
CURTIS_H001752_T01_01_WG01	amplicon2	ER+ Low	IKBKB	21226235	1	0.0471115108261074	7
CURTIS_H004211_T01_01_WG01	amplicon1	ER+ Low	No oncogene	5104513	0	0	7
CURTIS_H004265_T01_01_WG01	amplicon1	ER+ Low	FAT3|MDM2|CDK4|PTPRB	9075468	4	0.440748620346631	7
CURTIS_H004443_T01_01_WG01	amplicon2	ER+ Low	MEN1|FADD|CCND1|PRDM1|NUMA1	23197224	5	0.215543032217993	7
CURTIS_H004443_T01_01_WG01	amplicon5	ER+ Low	No oncogene	746653	0	0	7
CURTIS_H004458_T01_01_WG01	amplicon1	ER+ Low	FADD|CCND1	4731947	2	0.422659002731856	7
CURTIS_H000407_T01_01_WG01	amplicon1	ic10	DDB2|WT1	14638322	2	0.136627681779373	8
CURTIS_H000409_T01_01_WG01	amplicon1	ic10	SUZ12	2119266	1	0.471861484117614	8
CURTIS_H000409_T01_01_WG01	amplicon2	ic10	No oncogene	439608	0	0	8
CURTIS_H000501_T01_01_WG01	amplicon1	ic10	FOXO3|PTPRK|PRDM1	34975034	3	0.0857754705828163	8
CURTIS_H000516_T01_01_WG01	amplicon1	ic10	GATA2|SUZ12	4453811	2	0.449053630699641	8
CURTIS_H000533_T01_01_WG01	amplicon1	ic10	No oncogene	684062	0	0	8
CURTIS_H000540_T01_01_WG01	amplicon22	ic10	No oncogene	1380397	0	0	8
CURTIS_H000540_T01_01_WG01	amplicon19	ic10	MYC	2887986	1	0.346262066367358	8
CURTIS_H000540_T01_01_WG01	amplicon21	ic10	No oncogene	2113178	0	0	8
CURTIS_H000540_T01_01_WG01	amplicon34	ic10	NF2	718998	1	1.3908244529192	8
CURTIS_H000562_T01_01_WG01	amplicon2	ic10	HOOK3|IKBKB|KAT6A	2201156	3	1.36292021101639	8
CURTIS_H000569_T01_01_WG01	amplicon1	ic10	SET|TNC|NOTCH1|PPP6C	18617532	4	0.214851248812141	8
CURTIS_H000582_T01_01_WG01	amplicon2	ic10	U2AF1|ERC1|SDHC|KDM5A	15413057	4	0.25952022366491	8
CURTIS_H000582_T01_01_WG01	amplicon1	ic10	IKBKB|HOOK3|KAT6A	6400935	3	0.468681528557937	8
CURTIS_H000583_T01_01_WG01	amplicon1	ic10	RBM10|ARAF|WAS|GATA3|GATA1	22708261	5	0.220184187595871	8
CURTIS_H001390_T01_01_WG01	amplicon1	ic10	KAT6B	8280974	1	0.12075874166493	8
CURTIS_H001635_T01_01_WG01	amplicon1	ic10	No oncogene	8526334	0	0	8
CURTIS_H001647_T01_01_WG01	amplicon8	ic10	No oncogene	176428	0	0	8
CURTIS_H001647_T01_01_WG01	amplicon2	ic10	PABPC1|NDRG1|MYC|COX6C|UBR5	21365219	5	0.234025216404288	8
CURTIS_H001648_T01_01_WG01	amplicon2	ic10	PTPRK|SGK1	9286621	2	0.215363585958768	8
CURTIS_H001649_T01_01_WG01	amplicon1	ic10	No oncogene	12343593	0	0	8
CURTIS_H001660_T01_01_WG01	amplicon5	ic10	PDCD1LG2|PTPRD|JAK2	17677416	3	0.16970806140445	8
CURTIS_H001662_T01_01_WG01	amplicon4	ic10	No oncogene	2478877	0	0	8
CURTIS_H001683_T01_01_WG01	amplicon3	ic10	PDE4DIP|AKT3|NOTCH2	3615185	3	0.829833051420605	8
CURTIS_H001710_T01_01_WG01	amplicon2	ic10	TNFAIP3|BCLAF1|SGK1	12595124	3	0.238187412843256	8
CURTIS_H002039_T01_01_WG01	amplicon1	ic10	IRF4	28463048	1	0.0351332717423658	8
CURTIS_H002041_T01_01_WG01	amplicon2	ic10	PTEN|KAT6B|PRF1|BMPR1A	18204767	4	0.219722669342596	8
CURTIS_H002045_T01_01_WG01	amplicon1	ic10	No oncogene	1955197	0	0	8
CURTIS_H002063_T01_01_WG01	amplicon1	ic10	FGFR2	1553565	1	0.6436808244264	8
CURTIS_H004047_T01_01_WG01	amplicon3	ic10	KAT6B	12450568	1	0.0803176208507114	8
CURTIS_H004176_T01_01_WG01	amplicon1	ic10	EGFR	3517766	1	0.28427132447127	8
CURTIS_H004510_T01_01_WG01	amplicon4	ic10	CIC|CEBPA	14274599	2	0.140109014621006	8
CURTIS_H004568_T01_01_WG01	amplicon1	ic10	MEN1|FADD|CCND1	9790214	3	0.306428439664342	8
CURTIS_H000426_T01_01_WG01	amplicon1	ic4	NFATC2|GNAS|SDC4|SALL4|PTK6|CAMTA1|MDM2	18608716	7	0.376167812975382	NA
CURTIS_H001485_T01_01_WG01	amplicon2	ic4ER-	ERBB2|RARA|STAT3|CDK12|STAT5B|CCR7|IKZF3	5019985	7	1.39442647736995	NA
CURTIS_H001657_T01_01_WG01	amplicon1	ic4ER-	NSD1|FGFR4|FLT4	3906042	3	0.768040896641664	NA
CURTIS_H002079_T01_01_WG01	amplicon2	ic4ER-	BIRC3|IKBKB|MAML2|HSP90AB1|JAK2|NBN|HOOK3|PDCD1LG2|NFKBIE|PSIP1|FAT3|PTPRD|CNBD1|KAT6A	68878621	14	0.203256101773582	NA
CURTIS_H002079_T01_01_WG01	amplicon1	ic4ER-	No oncogene	1798820	0	0	NA
CURTIS_H002090_T01_01_WG01	amplicon1	ic4ER-	FOXO3|PTPRK|PRDM1|SGK1	32214854	4	0.124166324019348	NA
